pair_id,prompt,groundtruth
pair294,Does Right T3 Radiculopathy cause chest pain? Please answer in a single word: Yes or No.,Yes
pair294,Does chest pain cause Right T3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair295,Does Right L4 Radiculopathy cause Right shin? Please answer in a single word: Yes or No.,Yes
pair295,Does Right shin cause Right L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair296,Does Left C2 Radiculopathy cause pharyngeal pain? Please answer in a single word: Yes or No.,Yes
pair296,Does pharyngeal pain cause Left C2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair297,Does Left S1 Radiculopathy cause Left Small toe trouble? Please answer in a single word: Yes or No.,Yes
pair297,Does Left Small toe trouble cause Left S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair298,Does Right S2 Radiculopathy cause Right Ischias? Please answer in a single word: Yes or No.,Yes
pair298,Does Right Ischias cause Right S2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair299,Does Right L2 Radiculopathy cause Central groin pains? Please answer in a single word: Yes or No.,Yes
pair299,Does Central groin pains cause Right L2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair300,Does Left C6 Radiculopathy cause Left Wrist pain? Please answer in a single word: Yes or No.,Yes
pair300,Does Left Wrist pain cause Left C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair301,Does Left T4 Radiculopathy cause Left Breast pain? Please answer in a single word: Yes or No.,Yes
pair301,Does Left Breast pain cause Left T4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair302,Does Right L3 Radiculopathy cause Backache? Please answer in a single word: Yes or No.,Yes
pair302,Does Backache cause Right L3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair303,Does Left S1 Radiculopathy cause Left Backache? Please answer in a single word: Yes or No.,Yes
pair303,Does Left Backache cause Left S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair304,Does Left T5 Radiculopathy cause chest pain? Please answer in a single word: Yes or No.,Yes
pair304,Does chest pain cause Left T5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair305,Does Left C3 Radiculopathy cause Left collarbone pain? Please answer in a single word: Yes or No.,Yes
pair305,Does Left collarbone pain cause Left C3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair306,Does Left L5 Radiculopathy cause Left Foot pain? Please answer in a single word: Yes or No.,Yes
pair306,Does Left Foot pain cause Left L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair307,Does Left C4 Radiculopathy cause neck pain? Please answer in a single word: Yes or No.,Yes
pair307,Does neck pain cause Left C4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair308,Does DLS C5-C6 cause Left C6 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair308,Does Left C6 Radiculopathy cause DLS C5-C6? Please answer in a single word: Yes or No.,No
pair309,Does Right C8 Radiculopathy cause Right lower arm pains? Please answer in a single word: Yes or No.,Yes
pair309,Does Right lower arm pains cause Right C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair310,Does Right C8 Radiculopathy cause Right Armband? Please answer in a single word: Yes or No.,Yes
pair310,Does Right Armband cause Right C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair311,Does Right L1 Radiculopathy cause IBS? Please answer in a single word: Yes or No.,Yes
pair311,Does IBS cause Right L1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair312,Does Right T5 Radiculopathy cause Breast Backache? Please answer in a single word: Yes or No.,Yes
pair312,Does Breast Backache cause Right T5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair313,Does Left C6 Radiculopathy cause Left Hand pain? Please answer in a single word: Yes or No.,Yes
pair313,Does Left Hand pain cause Left C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair314,Does DLS T4-T5 cause Left T5 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair314,Does Left T5 Radiculopathy cause DLS T4-T5? Please answer in a single word: Yes or No.,No
pair315,Does Right C2 Radiculopathy cause Right Tinnitus? Please answer in a single word: Yes or No.,Yes
pair315,Does Right Tinnitus cause Right C2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair316,Does Right T4 Radiculopathy cause Right Breast pain? Please answer in a single word: Yes or No.,Yes
pair316,Does Right Breast pain cause Right T4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair317,Does Left C7 Radiculopathy cause Left Arm? Please answer in a single word: Yes or No.,Yes
pair317,Does Left Arm cause Left C7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair318,Does DLS T6-T7 cause Right T7 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair318,Does Right T7 Radiculopathy cause DLS T6-T7? Please answer in a single word: Yes or No.,No
pair319,Does Left L2 Radiculopathy cause Lateral abdominal pain? Please answer in a single word: Yes or No.,Yes
pair319,Does Lateral abdominal pain cause Left L2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair320,Does Left S1 Radiculopathy cause Left Achilles tendon? Please answer in a single word: Yes or No.,Yes
pair320,Does Left Achilles tendon cause Left S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair321,Does Left L5 Radiculopathy cause Left Ankle trouble? Please answer in a single word: Yes or No.,Yes
pair321,Does Left Ankle trouble cause Left L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair322,Does Left L2 Radiculopathy cause Backache? Please answer in a single word: Yes or No.,Yes
pair322,Does Backache cause Left L2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair323,Does DLS T12-L1 cause Right L1 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair323,Does Right L1 Radiculopathy cause DLS T12-L1? Please answer in a single word: Yes or No.,No
pair324,Does Left T5 Radiculopathy cause Toracal dysfunction? Please answer in a single word: Yes or No.,Yes
pair324,Does Toracal dysfunction cause Left T5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair325,Does Left C7 Radiculopathy cause neck pain? Please answer in a single word: Yes or No.,Yes
pair325,Does neck pain cause Left C7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair326,Does Left L2 Radiculopathy cause Abdominal pain? Please answer in a single word: Yes or No.,Yes
pair326,Does Abdominal pain cause Left L2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair327,Does Right C5 Radiculopathy cause Right Lateral elbow pain? Please answer in a single word: Yes or No.,Yes
pair327,Does Right Lateral elbow pain cause Right C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair328,Does Left C4 Radiculopathy cause Left shoulder impingement? Please answer in a single word: Yes or No.,Yes
pair328,Does Left shoulder impingement cause Left C4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair329,Does Left C7 Radiculopathy cause Left bend of arm pain? Please answer in a single word: Yes or No.,Yes
pair329,Does Left bend of arm pain cause Left C7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair330,Does Left T10 Radiculopathy cause Breast Backache? Please answer in a single word: Yes or No.,Yes
pair330,Does Breast Backache cause Left T10 Radiculopathy? Please answer in a single word: Yes or No.,No
pair331,Does Right L5 Radiculopathy cause Right Obesity? Please answer in a single word: Yes or No.,Yes
pair331,Does Right Obesity cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair332,Does Right S1 Radiculopathy cause Right adductor tendonitis ? Please answer in a single word: Yes or No.,Yes
pair332,Does Right adductor tendonitis  cause Right S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair333,Does DLS L4-L5 cause Left L5 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair333,Does Left L5 Radiculopathy cause DLS L4-L5? Please answer in a single word: Yes or No.,No
pair334,Does DLS T1-T2 cause Right T2 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair334,Does Right T2 Radiculopathy cause DLS T1-T2? Please answer in a single word: Yes or No.,No
pair335,Does Right L5 Radiculopathy cause Right Lumbago? Please answer in a single word: Yes or No.,Yes
pair335,Does Right Lumbago cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair336,Does Right C3 Radiculopathy cause Right neck? Please answer in a single word: Yes or No.,Yes
pair336,Does Right neck cause Right C3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair337,Does Right T5 Radiculopathy cause Right Breast pain? Please answer in a single word: Yes or No.,Yes
pair337,Does Right Breast pain cause Right T5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair338,Does Left C5 Radiculopathy cause neck pain? Please answer in a single word: Yes or No.,Yes
pair338,Does neck pain cause Left C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair339,Does Right C6 Radiculopathy cause Right Front Axle pain? Please answer in a single word: Yes or No.,Yes
pair339,Does Right Front Axle pain cause Right C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair340,Does Right C7 Radiculopathy cause Right Hand pain? Please answer in a single word: Yes or No.,Yes
pair340,Does Right Hand pain cause Right C7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair341,Does Left L1 Radiculopathy cause IBS? Please answer in a single word: Yes or No.,Yes
pair341,Does IBS cause Left L1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair342,Does Left T3 Radiculopathy cause Breast Backache? Please answer in a single word: Yes or No.,Yes
pair342,Does Breast Backache cause Left T3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair343,Does Right S1 Radiculopathy cause Right Ischias? Please answer in a single word: Yes or No.,Yes
pair343,Does Right Ischias cause Right S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair344,Does Right T8 Radiculopathy cause Breast Backache? Please answer in a single word: Yes or No.,Yes
pair344,Does Breast Backache cause Right T8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair345,Does Left T7 Radiculopathy cause Abdominal pain? Please answer in a single word: Yes or No.,Yes
pair345,Does Abdominal pain cause Left T7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair346,Does DLS C8-T1 cause Right T1 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair346,Does Right T1 Radiculopathy cause DLS C8-T1? Please answer in a single word: Yes or No.,No
pair347,Does DLS C4-C5 cause Left C5 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair347,Does Left C5 Radiculopathy cause DLS C4-C5? Please answer in a single word: Yes or No.,No
pair348,Does Right L5 Radiculopathy cause Right Medial knee joint pain? Please answer in a single word: Yes or No.,Yes
pair348,Does Right Medial knee joint pain cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair349,Does Left C8 Radiculopathy cause Left Shoulder trouble? Please answer in a single word: Yes or No.,Yes
pair349,Does Left Shoulder trouble cause Left C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair350,Does Right C8 Radiculopathy cause Right Shoulder trouble? Please answer in a single word: Yes or No.,Yes
pair350,Does Right Shoulder trouble cause Right C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair351,Does Right T3 Radiculopathy cause Toracal dysfunction? Please answer in a single word: Yes or No.,Yes
pair351,Does Toracal dysfunction cause Right T3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair352,Does Left L2 Radiculopathy cause IBS? Please answer in a single word: Yes or No.,Yes
pair352,Does IBS cause Left L2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair353,Does Left S1 Radiculopathy cause Left Lumbago? Please answer in a single word: Yes or No.,Yes
pair353,Does Left Lumbago cause Left S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair354,Does Left L4 Radiculopathy cause Left shin? Please answer in a single word: Yes or No.,Yes
pair354,Does Left shin cause Left L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair355,Does Right L5 Radiculopathy cause Right Ham? Please answer in a single word: Yes or No.,Yes
pair355,Does Right Ham cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair356,Does Right C5 Radiculopathy cause Right neck? Please answer in a single word: Yes or No.,Yes
pair356,Does Right neck cause Right C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair357,Does Right C7 Radiculopathy cause Right neck? Please answer in a single word: Yes or No.,Yes
pair357,Does Right neck cause Right C7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair358,Does Right C5 Radiculopathy cause Right shoulder impingement? Please answer in a single word: Yes or No.,Yes
pair358,Does Right shoulder impingement cause Right C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair359,Does Right L4 Radiculopathy cause Right Hip arthritis? Please answer in a single word: Yes or No.,Yes
pair359,Does Right Hip arthritis cause Right L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair360,Does Left C3 Radiculopathy cause Left Central chest pain? Please answer in a single word: Yes or No.,Yes
pair360,Does Left Central chest pain cause Left C3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair361,Does Right C5 Radiculopathy cause Right Intracapular trouble? Please answer in a single word: Yes or No.,Yes
pair361,Does Right Intracapular trouble cause Right C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair362,Does DLS C7-C8 cause Right C8 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair362,Does Right C8 Radiculopathy cause DLS C7-C8? Please answer in a single word: Yes or No.,No
pair363,Does Right C8 Radiculopathy cause Right Shoulder pain? Please answer in a single word: Yes or No.,Yes
pair363,Does Right Shoulder pain cause Right C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair364,Does Right C8 Radiculopathy cause Right Finger trouble? Please answer in a single word: Yes or No.,Yes
pair364,Does Right Finger trouble cause Right C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair365,Does Right T3 Radiculopathy cause Breast Backache? Please answer in a single word: Yes or No.,Yes
pair365,Does Breast Backache cause Right T3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair366,Does DLS T3-T4 cause Left T4 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair366,Does Left T4 Radiculopathy cause DLS T3-T4? Please answer in a single word: Yes or No.,No
pair367,Does Left L4 Radiculopathy cause Backache? Please answer in a single word: Yes or No.,Yes
pair367,Does Backache cause Left L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair368,Does Right L5 Radiculopathy cause Right PTA? Please answer in a single word: Yes or No.,Yes
pair368,Does Right PTA cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair369,Does Right T4 Radiculopathy cause Breast Backache? Please answer in a single word: Yes or No.,Yes
pair369,Does Breast Backache cause Right T4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair370,Does Right L1 Radiculopathy cause Abdominal pain? Please answer in a single word: Yes or No.,Yes
pair370,Does Abdominal pain cause Right L1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair371,Does Right S1 Radiculopathy cause lumbago? Please answer in a single word: Yes or No.,Yes
pair371,Does lumbago cause Right S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair372,Does Left L3 Radiculopathy cause Left Hip pains? Please answer in a single word: Yes or No.,Yes
pair372,Does Left Hip pains cause Left L3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair373,Does Right L3 Radiculopathy cause Right Lumbago? Please answer in a single word: Yes or No.,Yes
pair373,Does Right Lumbago cause Right L3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair374,Does Right C5 Radiculopathy cause neck pain? Please answer in a single word: Yes or No.,Yes
pair374,Does neck pain cause Right C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair375,Does Left L5 Radiculopathy cause Left Thigh pain? Please answer in a single word: Yes or No.,Yes
pair375,Does Left Thigh pain cause Left L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair376,Does Right T7 Radiculopathy cause Abdominal pain? Please answer in a single word: Yes or No.,Yes
pair376,Does Abdominal pain cause Right T7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair377,Does Right L5 Radiculopathy cause Right Morton trouble? Please answer in a single word: Yes or No.,Yes
pair377,Does Right Morton trouble cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair378,Does Right T4 Radiculopathy cause chest pain? Please answer in a single word: Yes or No.,Yes
pair378,Does chest pain cause Right T4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair379,Does Left C7 Radiculopathy cause Left lower arm pains? Please answer in a single word: Yes or No.,Yes
pair379,Does Left lower arm pains cause Left C7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair380,Does Left C6 Radiculopathy cause neck pain? Please answer in a single word: Yes or No.,Yes
pair380,Does neck pain cause Left C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair381,Does Left C7 Radiculopathy cause Left Shoulder pain? Please answer in a single word: Yes or No.,Yes
pair381,Does Left Shoulder pain cause Left C7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair382,Does Left L3 Radiculopathy cause Left Leg pain? Please answer in a single word: Yes or No.,Yes
pair382,Does Left Leg pain cause Left L3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair383,Does Right C7 Radiculopathy cause Right lower arm pains? Please answer in a single word: Yes or No.,Yes
pair383,Does Right lower arm pains cause Right C7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair384,Does Left C2 Radiculopathy cause Left Eye pain? Please answer in a single word: Yes or No.,Yes
pair384,Does Left Eye pain cause Left C2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair385,Does Left T6 Radiculopathy cause Lateral abdominal pain? Please answer in a single word: Yes or No.,Yes
pair385,Does Lateral abdominal pain cause Left T6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair386,Does Left C6 Radiculopathy cause Left shoulder impingement? Please answer in a single word: Yes or No.,Yes
pair386,Does Left shoulder impingement cause Left C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair387,Does Right C4 Radiculopathy cause neck pain? Please answer in a single word: Yes or No.,Yes
pair387,Does neck pain cause Right C4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair388,Does Left T1 Radiculopathy cause Left bend of arm pain? Please answer in a single word: Yes or No.,Yes
pair388,Does Left bend of arm pain cause Left T1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair389,Does Right T7 Radiculopathy cause Upper abdominal pain? Please answer in a single word: Yes or No.,Yes
pair389,Does Upper abdominal pain cause Right T7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair390,Does Right C4 Radiculopathy cause Right neck? Please answer in a single word: Yes or No.,Yes
pair390,Does Right neck cause Right C4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair391,Does Left S2 Radiculopathy cause Left Ischias? Please answer in a single word: Yes or No.,Yes
pair391,Does Left Ischias cause Left S2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair392,Does Right L5 Radiculopathy cause Right shin? Please answer in a single word: Yes or No.,Yes
pair392,Does Right shin cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair393,Does Right C7 Radiculopathy cause Right bend of arm pain? Please answer in a single word: Yes or No.,Yes
pair393,Does Right bend of arm pain cause Right C7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair394,Does Left T9 Radiculopathy cause Lower abdominal pain? Please answer in a single word: Yes or No.,Yes
pair394,Does Lower abdominal pain cause Left T9 Radiculopathy? Please answer in a single word: Yes or No.,No
pair395,Does Right T5 Radiculopathy cause Toracal dysfunction? Please answer in a single word: Yes or No.,Yes
pair395,Does Toracal dysfunction cause Right T5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair396,Does Left T6 Radiculopathy cause Abdominal pain? Please answer in a single word: Yes or No.,Yes
pair396,Does Abdominal pain cause Left T6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair397,Does Left L4 Radiculopathy cause Left Lumbago? Please answer in a single word: Yes or No.,Yes
pair397,Does Left Lumbago cause Left L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair398,Does Right S1 Radiculopathy cause Right Ham? Please answer in a single word: Yes or No.,Yes
pair398,Does Right Ham cause Right S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair399,Does Left C5 Radiculopathy cause Left Upper elbow pain? Please answer in a single word: Yes or No.,Yes
pair399,Does Left Upper elbow pain cause Left C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair400,Does Left C5 Radiculopathy cause Left Shoulder pain? Please answer in a single word: Yes or No.,Yes
pair400,Does Left Shoulder pain cause Left C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair401,Does DLS C8-T1 cause Left T1 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair401,Does Left T1 Radiculopathy cause DLS C8-T1? Please answer in a single word: Yes or No.,No
pair402,Does Left L3 Radiculopathy cause lumbago? Please answer in a single word: Yes or No.,Yes
pair402,Does lumbago cause Left L3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair403,Does Left C2 Radiculopathy cause Left Ear pain? Please answer in a single word: Yes or No.,Yes
pair403,Does Left Ear pain cause Left C2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair404,Does Left S1 Radiculopathy cause Left Dorsal knee joint pain? Please answer in a single word: Yes or No.,Yes
pair404,Does Left Dorsal knee joint pain cause Left S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair405,Does Left L2 Radiculopathy cause Left groin trouble? Please answer in a single word: Yes or No.,Yes
pair405,Does Left groin trouble cause Left L2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair406,Does DLS T2-T3 cause Right T3 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair406,Does Right T3 Radiculopathy cause DLS T2-T3? Please answer in a single word: Yes or No.,No
pair407,Does DLS T9-T10 cause Right T10 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair407,Does Right T10 Radiculopathy cause DLS T9-T10? Please answer in a single word: Yes or No.,No
pair408,Does Left T11 Radiculopathy cause IBS? Please answer in a single word: Yes or No.,Yes
pair408,Does IBS cause Left T11 Radiculopathy? Please answer in a single word: Yes or No.,No
pair409,Does Left C4 Radiculopathy cause Left collarbone pain? Please answer in a single word: Yes or No.,Yes
pair409,Does Left collarbone pain cause Left C4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair410,Does Right C4 Radiculopathy cause Right Front Axle pain? Please answer in a single word: Yes or No.,Yes
pair410,Does Right Front Axle pain cause Right C4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair411,Does Left C6 Radiculopathy cause Left Elbow pain? Please answer in a single word: Yes or No.,Yes
pair411,Does Left Elbow pain cause Left C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair412,Does Right C8 Radiculopathy cause Right bend of arm pain? Please answer in a single word: Yes or No.,Yes
pair412,Does Right bend of arm pain cause Right C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair413,Does DLS C3-C4 cause Right C4 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair413,Does Right C4 Radiculopathy cause DLS C3-C4? Please answer in a single word: Yes or No.,No
pair414,Does Left C6 Radiculopathy cause Left lower arm pains? Please answer in a single word: Yes or No.,Yes
pair414,Does Left lower arm pains cause Left C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair415,Does Right S1 Radiculopathy cause Right Leg pain? Please answer in a single word: Yes or No.,Yes
pair415,Does Right Leg pain cause Right S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair416,Does Left T3 Radiculopathy cause Toracal dysfunction? Please answer in a single word: Yes or No.,Yes
pair416,Does Toracal dysfunction cause Left T3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair417,Does Left C7 Radiculopathy cause Left Elbow pain? Please answer in a single word: Yes or No.,Yes
pair417,Does Left Elbow pain cause Left C7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair418,Does Right L4 Radiculopathy cause Right Lumbago? Please answer in a single word: Yes or No.,Yes
pair418,Does Right Lumbago cause Right L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair419,Does Left C6 Radiculopathy cause Left Lateral elbow pain? Please answer in a single word: Yes or No.,Yes
pair419,Does Left Lateral elbow pain cause Left C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair420,Does Right C3 Radiculopathy cause Right Jaw trouble? Please answer in a single word: Yes or No.,Yes
pair420,Does Right Jaw trouble cause Right C3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair421,Does Left C8 Radiculopathy cause Left Hand pain? Please answer in a single word: Yes or No.,Yes
pair421,Does Left Hand pain cause Left C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair422,Does Right L2 Radiculopathy cause Right adductor tendonitis ? Please answer in a single word: Yes or No.,Yes
pair422,Does Right adductor tendonitis  cause Right L2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair423,Does Right C6 Radiculopathy cause Right Armband? Please answer in a single word: Yes or No.,Yes
pair423,Does Right Armband cause Right C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair424,Does Left C6 Radiculopathy cause Left Lateral arm pain? Please answer in a single word: Yes or No.,Yes
pair424,Does Left Lateral arm pain cause Left C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair425,Does Right T11 Radiculopathy cause Abdominal pain? Please answer in a single word: Yes or No.,Yes
pair425,Does Abdominal pain cause Right T11 Radiculopathy? Please answer in a single word: Yes or No.,No
pair426,Does DLS T8-T9 cause Left T9 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair426,Does Left T9 Radiculopathy cause DLS T8-T9? Please answer in a single word: Yes or No.,No
pair427,Does Left L1 Radiculopathy cause Left Adductor tendon? Please answer in a single word: Yes or No.,Yes
pair427,Does Left Adductor tendon cause Left L1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair428,Does Right L3 Radiculopathy cause lumbago? Please answer in a single word: Yes or No.,Yes
pair428,Does lumbago cause Right L3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair429,Does Right T12 Radiculopathy cause Abdominal pain? Please answer in a single word: Yes or No.,Yes
pair429,Does Abdominal pain cause Right T12 Radiculopathy? Please answer in a single word: Yes or No.,No
pair430,Does Right T10 Radiculopathy cause Abdominal pain? Please answer in a single word: Yes or No.,Yes
pair430,Does Abdominal pain cause Right T10 Radiculopathy? Please answer in a single word: Yes or No.,No
pair431,Does Right L5 Radiculopathy cause Right Ankle trouble? Please answer in a single word: Yes or No.,Yes
pair431,Does Right Ankle trouble cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair432,Does Left L3 Radiculopathy cause Left Backache? Please answer in a single word: Yes or No.,Yes
pair432,Does Left Backache cause Left L3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair433,Does Left C2 Radiculopathy cause neck pain? Please answer in a single word: Yes or No.,Yes
pair433,Does neck pain cause Left C2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair434,Does Right S1 Radiculopathy cause Right Lateral knee pain? Please answer in a single word: Yes or No.,Yes
pair434,Does Right Lateral knee pain cause Right S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair435,Does Left T5 Radiculopathy cause Left Breast pain? Please answer in a single word: Yes or No.,Yes
pair435,Does Left Breast pain cause Left T5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair436,Does Left S1 Radiculopathy cause Left Llower leg pain? Please answer in a single word: Yes or No.,Yes
pair436,Does Left Llower leg pain cause Left S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair437,Does Left C5 Radiculopathy cause Left Upper arm pain? Please answer in a single word: Yes or No.,Yes
pair437,Does Left Upper arm pain cause Left C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair438,Does Left S1 Radiculopathy cause Backache? Please answer in a single word: Yes or No.,Yes
pair438,Does Backache cause Left S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair439,Does Right L4 Radiculopathy cause Right Front knee pain? Please answer in a single word: Yes or No.,Yes
pair439,Does Right Front knee pain cause Right L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair440,Does DLS T12-L1 cause Left L1 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair440,Does Left L1 Radiculopathy cause DLS T12-L1? Please answer in a single word: Yes or No.,No
pair441,Does Right C7 Radiculopathy cause Right Shoulder trouble? Please answer in a single word: Yes or No.,Yes
pair441,Does Right Shoulder trouble cause Right C7 Radiculopathy? Please answer in a single word: Yes or No.,No
